created_at,text,display_text_range,retweet_count,favorite_count,favorited,truncated,lang,is_quote_status,in_reply_to_user_id_str,in_reply_to_status_id_str,in_reply_to_screen_name,user.author_id,user.author_id_str,user.name,user.screen_name,user.author_created_at,user.profile_image_url,user.profile_banner_url,user.url,user.location,user.tweets_count,user.followers_count,user.friends_count,user.statuses_count,user.time_zone,user.protected,user.verified,user.is_translator,user.contributors_enabled,user.geo_enabled
Sun Mar 29 09:58:42 +0000 2020,RT @amierashfqa: can i have smtg from family mart... or tealive.. or starbucks.. or whatever cold drinks _¥º_¥º_¥º,"[0,108]",5145,0,FALSE,FALSE,en,FALSE,,,,1.15E+18,1.15E+18,schwi,wanadhrh,Fri Jul 05 10:30:44 +0000 2019,http://pbs.twimg.com/profile_images/1242462447971098624/DNx-hglb_normal.jpg,https://pbs.twimg.com/profile_banners/1147090429050929153/1583810052,https://t.co/jgrRL65S45,,4410,84,66,4410,,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Mar 29 09:58:32 +0000 2020,RT @KoreanTravel: Spring edition decorates Starbucks in pink! __ https://t.co/YtNf1dlIoi,"[0,87]",236,0,FALSE,FALSE,en,FALSE,,,,1710023792,1710023792,lilas,gashinayah,Thu Aug 29 13:22:01 +0000 2013,http://pbs.twimg.com/profile_images/1223079451551862785/r4Iw2WdE_normal.jpg,https://pbs.twimg.com/profile_banners/1710023792/1581170898,,__ï¸___,177432,422,856,177432,,FALSE,FALSE,FALSE,FALSE,TRUE
Sun Mar 29 09:58:06 +0000 2020,"""Stunned, I took the subway and rattled off to work at the Starbucks on 51st and Broadway. My brain__ way of assimilating my mother__ news was to take customers_ orders while imagining plunging a knife into their chests."" @caroljeangavin in @xraylitmag

https://t.co/tHUPo1izeQ","[0,277]",0,2,FALSE,FALSE,en,FALSE,,,,90178202,90178202,Jen Julian,jennicjul,Sun Nov 15 15:05:49 +0000 2009,http://pbs.twimg.com/profile_images/1218319750440411137/LbgwEgHP_normal.jpg,https://pbs.twimg.com/profile_banners/90178202/1585485997,https://t.co/IgSjg73Gue,"Georgia, USA",1029,533,610,1029,,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Mar 29 09:58:05 +0000 2020,RT @amierashfqa: can i have smtg from family mart... or tealive.. or starbucks.. or whatever cold drinks _¥º_¥º_¥º,"[0,108]",5145,0,FALSE,FALSE,en,FALSE,,,,7.62E+17,7.62E+17,x,nur17s,Sat Aug 06 03:57:00 +0000 2016,http://pbs.twimg.com/profile_images/1242793927440097285/zDhQzsHE_normal.jpg,https://pbs.twimg.com/profile_banners/761773037762908161/1585319476,,Malaysia,23611,168,264,23611,,FALSE,FALSE,FALSE,FALSE,TRUE
Sun Mar 29 09:58:04 +0000 2020,Oooh fuck starbucks. __,"[0,22]",0,0,FALSE,FALSE,en,FALSE,,,,100601254,100601254,bianka,BiankaNieves,Wed Dec 30 21:35:41 +0000 2009,http://pbs.twimg.com/profile_images/1188898125261541376/rFYsASsd_normal.jpg,https://pbs.twimg.com/profile_banners/100601254/1579049925,https://t.co/gZRjSxekhx,,88215,951,989,88215,,FALSE,FALSE,FALSE,FALSE,TRUE
Sun Mar 29 09:57:48 +0000 2020,RT @amierashfqa: can i have smtg from family mart... or tealive.. or starbucks.. or whatever cold drinks _¥º_¥º_¥º,"[0,108]",5145,0,FALSE,FALSE,en,FALSE,,,,975654979,975654979,Cajuwan,syazwanazizz,Wed Nov 28 08:18:55 +0000 2012,http://pbs.twimg.com/profile_images/1239212055044878337/5bdL1c_Y_normal.jpg,https://pbs.twimg.com/profile_banners/975654979/1582621439,,40150,57577,445,361,57577,,FALSE,FALSE,FALSE,FALSE,TRUE
Sun Mar 29 09:57:48 +0000 2020,RT @xidilxmri: Hangpa dok kalut meraban lama tak minum Starbucks but there are peoples that couldn__ even have proper meal for days. Bersyu_,"[0,140]",12,0,FALSE,FALSE,en,FALSE,,,,9.22E+17,9.22E+17,Steph.Curif.30,SirArifIsmail,Sun Oct 22 06:56:02 +0000 2017,http://pbs.twimg.com/profile_images/1209060096283512837/qXZpRJGp_normal.jpg,https://pbs.twimg.com/profile_banners/921993529856901123/1580862106,,,8208,68,147,8208,,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Mar 29 09:57:42 +0000 2020,RT @Yoongismyking19: Why can__ I go to Starbucks and have Yoongi as my barista? Is that too much to ask for!!! ___ @BTS_twt #icedamericano #_,"[0,140]",1,0,FALSE,FALSE,en,FALSE,,,,1.15E+18,1.15E+18,__Craving BTS_ 2013 Debut__,MondayMarionJ,Tue Jul 09 11:00:57 +0000 2019,http://pbs.twimg.com/profile_images/1244733300536737792/lRJ4dw4c_normal.jpg,https://pbs.twimg.com/profile_banners/1148547582022561792/1585602520,https://t.co/VBNOs2DMVg,Michigan,15813,287,174,15813,,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Mar 29 09:57:34 +0000 2020,"RT @6abc: Starbucks is offering a pick-me-up to those on the front lines of the COVID-19 pandemic.
https://t.co/08RFQCQXxx","[0,122]",7,0,FALSE,FALSE,en,FALSE,,,,69601880,69601880,Patty Beaman,nooberry,Fri Aug 28 14:32:35 +0000 2009,http://pbs.twimg.com/profile_images/1165382963837722624/SVF2JqTv_normal.jpg,https://pbs.twimg.com/profile_banners/69601880/1414763845,,,1956,86,249,1956,,FALSE,FALSE,FALSE,FALSE,TRUE
Sun Mar 29 09:57:27 +0000 2020,RT @amierashfqa: can i have smtg from family mart... or tealive.. or starbucks.. or whatever cold drinks _¥º_¥º_¥º,"[0,108]",5145,0,FALSE,FALSE,en,FALSE,,,,611674059,611674059,_ Rainbow _,thefnbe_,Mon Jun 18 11:02:57 +0000 2012,http://pbs.twimg.com/profile_images/1244443039679934464/S7M7p90F_normal.jpg,https://pbs.twimg.com/profile_banners/611674059/1585533316,https://t.co/GRxOlvPIM2,"Kota Kinabalu, Sabah",46699,1110,1131,46699,,FALSE,FALSE,FALSE,FALSE,TRUE
Sun Mar 29 09:57:13 +0000 2020,imagine being quarantined with someone who works at starbucks _¥º_¥º_¥º they can make u anything on the menu i__ so jealous,"[0,117]",0,0,FALSE,FALSE,en,FALSE,,,,3321072380,3321072380,nadia,naddyuh,Thu Aug 20 07:38:12 +0000 2015,http://pbs.twimg.com/profile_images/1244561822763470850/BH5N0NGF_normal.jpg,https://pbs.twimg.com/profile_banners/3321072380/1585230560,,"caaaalifornia, USA",8489,535,370,8489,,FALSE,FALSE,FALSE,FALSE,TRUE
Sun Mar 29 09:57:08 +0000 2020,RT @amierashfqa: can i have smtg from family mart... or tealive.. or starbucks.. or whatever cold drinks _¥º_¥º_¥º,"[0,108]",5145,0,FALSE,FALSE,en,FALSE,,,,9.77E+17,9.77E+17,farawhutt,gfforrent,Fri Mar 23 06:10:56 +0000 2018,http://pbs.twimg.com/profile_images/1243916190638133250/89yPi_H7_normal.jpg,https://pbs.twimg.com/profile_banners/977065137126256640/1584768964,https://t.co/v4Q8MeDUTx,i left earth,4769,451,368,4769,,FALSE,FALSE,FALSE,FALSE,TRUE
Sun Mar 29 09:57:02 +0000 2020,RT @amierashfqa: can i have smtg from family mart... or tealive.. or starbucks.. or whatever cold drinks _¥º_¥º_¥º,"[0,108]",5145,0,FALSE,FALSE,en,FALSE,,,,1.01E+18,1.01E+18,lam lam,ainbieberr,Thu Jun 21 03:52:08 +0000 2018,http://pbs.twimg.com/profile_images/1242398105808429057/FawHXH_k_normal.jpg,https://pbs.twimg.com/profile_banners/1009645115864854528/1585440327,,BKI,11247,401,263,11247,,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Mar 29 09:57:00 +0000 2020,RT @amierashfqa: can i have smtg from family mart... or tealive.. or starbucks.. or whatever cold drinks _¥º_¥º_¥º,"[0,108]",5145,0,FALSE,FALSE,en,FALSE,,,,784499971,784499971,pika,afiqahdayana_,Mon Aug 27 11:56:16 +0000 2012,http://pbs.twimg.com/profile_images/1228192221792309248/a3oh7B8o_normal.jpg,https://pbs.twimg.com/profile_banners/784499971/1492139721,,Malaysia,47304,1339,310,47304,,FALSE,FALSE,FALSE,FALSE,TRUE
Sun Mar 29 09:56:48 +0000 2020,RT @amierashfqa: can i have smtg from family mart... or tealive.. or starbucks.. or whatever cold drinks _¥º_¥º_¥º,"[0,108]",5145,0,FALSE,FALSE,en,FALSE,,,,1.11E+18,1.11E+18,q,alyaqadija_,Fri Mar 22 10:43:11 +0000 2019,http://pbs.twimg.com/profile_images/1244535816291889152/qkTT0UGN_normal.jpg,https://pbs.twimg.com/profile_banners/1109042833921499136/1585306805,,,6349,245,340,6349,,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Mar 29 09:55:57 +0000 2020,"When you cant go to @starbucks you bring starbucks to you! Thank goodness for their coffee pods, i could not do without them! 
#coffee 
#coffeeaddict 
#starbucks 
#lockdown https://t.co/qRKdn3A5Gv","[0,196]",0,1,FALSE,FALSE,en,FALSE,,,,2944170305,2944170305,Gemma Armstrong,dilemma985,Sat Dec 27 17:56:46 +0000 2014,http://pbs.twimg.com/profile_images/548900450180005888/VWBpepay_normal.jpeg,,,,75,0,0,75,,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Mar 29 09:55:08 +0000 2020,RT @amierashfqa: can i have smtg from family mart... or tealive.. or starbucks.. or whatever cold drinks _¥º_¥º_¥º,"[0,108]",5145,0,FALSE,FALSE,en,FALSE,,,,449129155,449129155,put.,putwisnisha,Wed Dec 28 19:36:31 +0000 2011,http://pbs.twimg.com/profile_images/1243208486248275968/tWTR4p2-_normal.jpg,https://pbs.twimg.com/profile_banners/449129155/1535828650,,SBN-PNG_,59722,1212,387,59722,,FALSE,FALSE,FALSE,FALSE,TRUE
Sun Mar 29 09:55:06 +0000 2020,RT @amierashfqa: can i have smtg from family mart... or tealive.. or starbucks.. or whatever cold drinks _¥º_¥º_¥º,"[0,108]",5145,0,FALSE,FALSE,en,FALSE,,,,7.92E+17,7.92E+17,alya __,szlya_,Fri Oct 28 12:46:18 +0000 2016,http://pbs.twimg.com/profile_images/1241618499316748288/sp4f45Ev_normal.jpg,https://pbs.twimg.com/profile_banners/791984433599356928/1579822762,https://t.co/U6haOooMTQ, ,2627,254,134,2627,,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Mar 29 09:54:57 +0000 2020,"The lady in front of me at the very crowded Starbucks drive thru seemed to be ordering drinks for half of Monroe County. As I impatiently cussed her out and finally arrived at the window, the barista said __ere__ your coffee, that lady paid for you._ __ Sorry lady, and thank you!","[0,279]",0,9,FALSE,FALSE,en,FALSE,,,,8.11E+17,8.11E+17,Jay Riley____,JJRiley57,Mon Dec 19 00:00:05 +0000 2016,http://pbs.twimg.com/profile_images/1060290771872595970/ooGVqZbs_normal.jpg,https://pbs.twimg.com/profile_banners/810635777575178244/1563037612,,"North Greece, NY",1390,154,276,1390,,FALSE,FALSE,FALSE,FALSE,TRUE
Sun Mar 29 09:54:42 +0000 2020,RT @amierashfqa: can i have smtg from family mart... or tealive.. or starbucks.. or whatever cold drinks _¥º_¥º_¥º,"[0,108]",5145,0,FALSE,FALSE,en,FALSE,,,,9.15E+17,9.15E+17,Marini Lim,mrni_lim,Tue Oct 03 02:09:38 +0000 2017,http://pbs.twimg.com/profile_images/1235939306914504706/WKL5hfm__normal.jpg,https://pbs.twimg.com/profile_banners/915036085167603712/1578922889,,"Selangor, Malaysia",40562,148,227,40562,,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Mar 29 09:54:36 +0000 2020,RT @amierashfqa: can i have smtg from family mart... or tealive.. or starbucks.. or whatever cold drinks _¥º_¥º_¥º,"[0,108]",5145,0,FALSE,FALSE,en,FALSE,,,,2959016378,2959016378,bella,nabillaysmin,Mon Jan 05 01:33:32 +0000 2015,http://pbs.twimg.com/profile_images/1242086822085136386/avU5YNOJ_normal.jpg,https://pbs.twimg.com/profile_banners/2959016378/1576074881,https://t.co/vfIl4burBv,,37303,306,302,37303,,FALSE,FALSE,FALSE,FALSE,TRUE
Sun Mar 29 09:54:27 +0000 2020,RT @amierashfqa: can i have smtg from family mart... or tealive.. or starbucks.. or whatever cold drinks _¥º_¥º_¥º,"[0,108]",5145,0,FALSE,FALSE,en,FALSE,,,,1.01E+18,1.01E+18,san-fla-we__,piqahhchu,Sun Jun 24 07:01:12 +0000 2018,http://pbs.twimg.com/profile_images/1237749042764845057/lXMDFXTQ_normal.jpg,https://pbs.twimg.com/profile_banners/1010779859809812480/1583937347,,,15604,138,553,15604,,FALSE,FALSE,FALSE,FALSE,TRUE
Sun Mar 29 09:54:22 +0000 2020,RT @amierashfqa: can i have smtg from family mart... or tealive.. or starbucks.. or whatever cold drinks _¥º_¥º_¥º,"[0,108]",5145,0,FALSE,FALSE,en,FALSE,,,,1.13E+18,1.13E+18,capik,syafiqhiqal,Tue May 28 05:00:27 +0000 2019,http://pbs.twimg.com/profile_images/1244647276640796675/if8VcyQj_normal.jpg,https://pbs.twimg.com/profile_banners/1133236570742353920/1585558496,,hell,6260,140,120,6260,,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Mar 29 09:54:18 +0000 2020,@rickytwalsh @brenbogle @LivPosting Maybe they should budget more responsibly and consider cutting back on luxury items like Starbucks or owning multiple homes.,"[36,160]",0,46,FALSE,FALSE,en,FALSE,632538090,1.24E+18,rickytwalsh,397451738,397451738,Quentin Quarantino,Rddesjardin,Mon Oct 24 18:16:32 +0000 2011,http://pbs.twimg.com/profile_images/1241736243966337024/AhoOdW51_normal.jpg,https://pbs.twimg.com/profile_banners/397451738/1579347037,https://t.co/dB6Oq8v4fh,"Milwaukee, WI",10914,367,822,10914,,FALSE,FALSE,FALSE,FALSE,TRUE
Sun Mar 29 09:54:10 +0000 2020,RT @amierashfqa: can i have smtg from family mart... or tealive.. or starbucks.. or whatever cold drinks _¥º_¥º_¥º,"[0,108]",5145,0,FALSE,FALSE,en,FALSE,,,,1.05E+18,1.05E+18,__,kkhairina_,Sun Oct 07 10:05:34 +0000 2018,http://pbs.twimg.com/profile_images/1219939711273201664/caJvBk99_normal.jpg,https://pbs.twimg.com/profile_banners/1048876982828654592/1579449662,,,219,99,40,219,,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Mar 29 09:53:52 +0000 2020,RT @amierashfqa: can i have smtg from family mart... or tealive.. or starbucks.. or whatever cold drinks _¥º_¥º_¥º,"[0,108]",5145,0,FALSE,FALSE,en,FALSE,,,,636125825,636125825,aaaribah,aribahftn,Sun Jul 15 11:50:07 +0000 2012,http://pbs.twimg.com/profile_images/1200818110783053824/V7J4ChCx_normal.jpg,https://pbs.twimg.com/profile_banners/636125825/1569758922,https://t.co/vaklMmpHul,JB _ KUL,38658,1399,1436,38658,,FALSE,FALSE,FALSE,FALSE,TRUE
Sun Mar 29 09:53:52 +0000 2020,RT @amierashfqa: can i have smtg from family mart... or tealive.. or starbucks.. or whatever cold drinks _¥º_¥º_¥º,"[0,108]",5145,0,FALSE,FALSE,en,FALSE,,,,7.09E+17,7.09E+17,farah,farahrosess,Mon Mar 14 02:35:40 +0000 2016,http://pbs.twimg.com/profile_images/1244483068825501698/AtBTI_0W_normal.jpg,https://pbs.twimg.com/profile_banners/709206330431512576/1585208550,,,19809,320,158,19809,,FALSE,FALSE,FALSE,FALSE,TRUE
Sun Mar 29 09:53:25 +0000 2020,RT @amierashfqa: can i have smtg from family mart... or tealive.. or starbucks.. or whatever cold drinks _¥º_¥º_¥º,"[0,108]",5145,0,FALSE,FALSE,en,FALSE,,,,1.03E+18,1.03E+18,thankyounext,0hbizarre,Fri Aug 03 02:54:59 +0000 2018,http://pbs.twimg.com/profile_images/1229653294588383232/07EhYXzN_normal.jpg,https://pbs.twimg.com/profile_banners/1025213412517670912/1581778933,,,18889,49,66,18889,,FALSE,FALSE,FALSE,FALSE,TRUE
Sun Mar 29 09:53:01 +0000 2020,@solarykinstaa -starbucks,"[15,25]",0,8,FALSE,FALSE,en,FALSE,7.36E+17,1.24E+18,solarykinstaa,1.24E+18,1.24E+18,mervÃ¶Ã¶_,justsaymerv,Mon Mar 23 13:52:03 +0000 2020,http://pbs.twimg.com/profile_images/1244047708207415296/zjq2Zv1j_normal.jpg,https://pbs.twimg.com/profile_banners/1242086664014573569/1584972982,https://t.co/ZgClHcQhpn,,592,149,335,592,,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Mar 29 09:53:01 +0000 2020,RT @amierashfqa: can i have smtg from family mart... or tealive.. or starbucks.. or whatever cold drinks _¥º_¥º_¥º,"[0,108]",5145,0,FALSE,FALSE,en,FALSE,,,,1.03E+18,1.03E+18,khairin,keyinnnnn,Sat Aug 25 13:23:22 +0000 2018,http://pbs.twimg.com/profile_images/1243072115848298496/GwpaRXJo_normal.jpg,https://pbs.twimg.com/profile_banners/1033344083786313730/1580059906,,,8460,313,138,8460,,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Mar 29 09:52:51 +0000 2020,@SeaElGrey All Starbucks?,"[11,25]",0,0,FALSE,FALSE,en,FALSE,1.07E+18,1.24E+18,SeaElGrey,9.11E+17,9.11E+17,Kris,Kris3145,Thu Sep 21 07:19:22 +0000 2017,http://pbs.twimg.com/profile_images/1000389782554341377/TG3183K0_normal.jpg,https://pbs.twimg.com/profile_banners/910765379512803328/1527346485,,,6194,268,517,6194,,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Mar 29 09:52:38 +0000 2020,"@RNCastaldo @freezenj911 @GovMurphy Lessors have financial obligations.. why should they be chosen to pay the price.  Lessons learned .. stop going to Starbucks, cruises, etc and save $$ for emergencies.","[36,203]",0,0,FALSE,FALSE,en,FALSE,8.79E+17,1.24E+18,RNCastaldo,2974047566,2974047566,KAG2020 JoanMarie,joanmariew708,Sun Jan 11 05:32:29 +0000 2015,http://pbs.twimg.com/profile_images/1053584907056959488/2zbGi7I-_normal.jpg,https://pbs.twimg.com/profile_banners/2974047566/1540029192,,"Pensacola, FL",35971,3362,4645,35971,,FALSE,FALSE,FALSE,FALSE,TRUE
Sun Mar 29 09:52:25 +0000 2020,RT @amierashfqa: can i have smtg from family mart... or tealive.. or starbucks.. or whatever cold drinks _¥º_¥º_¥º,"[0,108]",5145,0,FALSE,FALSE,en,FALSE,,,,1.09E+18,1.09E+18,__________,sfealtib,Thu Jan 17 15:58:13 +0000 2019,http://pbs.twimg.com/profile_images/1194648490137120768/oG8ipg_X_normal.jpg,https://pbs.twimg.com/profile_banners/1085929291890679808/1558872979,https://t.co/7tQk9aw46M,"Johor Bahru, Johor",1736,65,75,1736,,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Mar 29 09:51:59 +0000 2020,RT @amierashfqa: can i have smtg from family mart... or tealive.. or starbucks.. or whatever cold drinks _¥º_¥º_¥º,"[0,108]",5145,0,FALSE,FALSE,en,FALSE,,,,8.80E+17,8.80E+17,karlll.s,karllllls,Tue Jun 27 09:50:33 +0000 2017,http://pbs.twimg.com/profile_images/1136721457067593728/caghukLD_normal.jpg,https://pbs.twimg.com/profile_banners/879638067929260032/1561270145,https://t.co/VIcXJubDU2,"Selangor, Malaysia",42635,189,341,42635,,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Mar 29 09:51:54 +0000 2020,"RT @brixfriass: Hey Starbucks pls sponsor me
_¥º
________ https://t.co/VP1vCvM6P2","[0,75]",4,0,FALSE,FALSE,en,FALSE,,,,2451021984,2451021984,giho __,giohermano,Fri Apr 18 07:46:25 +0000 2014,http://pbs.twimg.com/profile_images/1210076528953851904/83XVeBYI_normal.jpg,https://pbs.twimg.com/profile_banners/2451021984/1575463431,https://t.co/w6H4JOnTAc,"Oahu, Hawaii ",4129,744,401,4129,,FALSE,FALSE,FALSE,FALSE,TRUE
Sun Mar 29 09:51:37 +0000 2020,RT @amierashfqa: can i have smtg from family mart... or tealive.. or starbucks.. or whatever cold drinks _¥º_¥º_¥º,"[0,108]",5145,0,FALSE,FALSE,en,FALSE,,,,2343210650,2343210650,___,khalidahhhhh,Fri Feb 14 07:17:16 +0000 2014,http://pbs.twimg.com/profile_images/1238743048114196480/q2OpOw_Z_normal.jpg,https://pbs.twimg.com/profile_banners/2343210650/1584174276,,,119814,2261,1468,119814,,FALSE,FALSE,FALSE,FALSE,TRUE
Sun Mar 29 09:51:33 +0000 2020,RT @amierashfqa: can i have smtg from family mart... or tealive.. or starbucks.. or whatever cold drinks _¥º_¥º_¥º,"[0,108]",5145,0,FALSE,FALSE,en,FALSE,,,,1.10E+18,1.10E+18,azirah.,itsgrahhh,Tue Mar 05 16:27:17 +0000 2019,http://pbs.twimg.com/profile_images/1242773321378193408/QOZUNc18_normal.jpg,https://pbs.twimg.com/profile_banners/1102968836448432134/1575688270,,"Sarawak, Malaysia",1588,49,50,1588,,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Mar 29 09:51:32 +0000 2020,RT @amierashfqa: can i have smtg from family mart... or tealive.. or starbucks.. or whatever cold drinks _¥º_¥º_¥º,"[0,108]",5145,0,FALSE,FALSE,en,FALSE,,,,7.98E+17,7.98E+17,shawn,hnnanash,Sat Nov 12 18:52:26 +0000 2016,http://pbs.twimg.com/profile_images/1240565688147668992/lZ6_VKYk_normal.jpg,https://pbs.twimg.com/profile_banners/797512394847072256/1585047784,,,21654,288,275,21654,,FALSE,FALSE,FALSE,FALSE,TRUE
Sun Mar 29 09:51:03 +0000 2020,RT @amierashfqa: can i have smtg from family mart... or tealive.. or starbucks.. or whatever cold drinks _¥º_¥º_¥º,"[0,108]",5145,0,FALSE,FALSE,en,FALSE,,,,3276180494,3276180494,aidashaqila.,aidashaqilaa,Sat Jul 11 14:54:47 +0000 2015,http://pbs.twimg.com/profile_images/1243453184552480768/or3ECgrb_normal.jpg,https://pbs.twimg.com/profile_banners/3276180494/1585297316,https://t.co/7LVLICKyRW,,18050,319,426,18050,,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Mar 29 09:50:51 +0000 2020,RT @KoreanTravel: Spring edition decorates Starbucks in pink! __ https://t.co/YtNf1dlIoi,"[0,87]",236,0,FALSE,FALSE,en,FALSE,,,,1657729460,1657729460,aiso,soyadesu,Fri Aug 09 13:10:01 +0000 2013,http://pbs.twimg.com/profile_images/1187731054028873728/u5iThe9l_normal.jpg,https://pbs.twimg.com/profile_banners/1657729460/1585040698,,1004,91858,333,248,91858,,FALSE,FALSE,FALSE,FALSE,TRUE
Sun Mar 29 09:50:33 +0000 2020,"#ShameonMichaels 
Are you a retail employee still working during the coronavirus outbreak? We'd love to hear your story. 

Reach out at albert.samaha@buzzfeed.com.

https://t.co/FeN8wmQ522 https://t.co/hUSrG0BH5r","[0,188]",0,0,FALSE,FALSE,en,TRUE,,,,267032346,267032346,Alayer,JerryAlayer,Wed Mar 16 06:32:00 +0000 2011,http://pbs.twimg.com/profile_images/1362904268/Alayer_FF14_first_cool_CS_normal.png,,,U S A,2705,30,171,2705,,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Mar 29 09:50:30 +0000 2020,RT @amierashfqa: can i have smtg from family mart... or tealive.. or starbucks.. or whatever cold drinks _¥º_¥º_¥º,"[0,108]",5145,0,FALSE,FALSE,en,FALSE,,,,2503364432,2503364432,pringles,hazimahamid,Sun May 18 04:40:25 +0000 2014,http://pbs.twimg.com/profile_images/1240659383962324993/ug18Uo4q_normal.jpg,https://pbs.twimg.com/profile_banners/2503364432/1584875225,,"Perlis, Malaysia",11251,299,453,11251,,FALSE,FALSE,FALSE,FALSE,TRUE
Sun Mar 29 09:50:29 +0000 2020,RT @amierashfqa: can i have smtg from family mart... or tealive.. or starbucks.. or whatever cold drinks _¥º_¥º_¥º,"[0,108]",5145,0,FALSE,FALSE,en,FALSE,,,,8.46E+17,8.46E+17,alyssa,alyssaznm,Mon Mar 27 16:32:44 +0000 2017,http://pbs.twimg.com/profile_images/1244681427557289984/kRhTAtoH_normal.jpg,https://pbs.twimg.com/profile_banners/846399598545420289/1585388847,https://t.co/wMQlc4fmCg,Kuala Lumpur,36650,318,223,36650,,FALSE,FALSE,FALSE,FALSE,TRUE
Sun Mar 29 09:50:24 +0000 2020,RT @amierashfqa: can i have smtg from family mart... or tealive.. or starbucks.. or whatever cold drinks _¥º_¥º_¥º,"[0,108]",5145,0,FALSE,FALSE,en,FALSE,,,,1487569620,1487569620,miys,alisx_,Thu Jun 06 12:05:15 +0000 2013,http://pbs.twimg.com/profile_images/1236854116917186560/gv7CMlqE_normal.jpg,https://pbs.twimg.com/profile_banners/1487569620/1583394371,,Malaysia,79391,916,592,79391,,FALSE,FALSE,FALSE,FALSE,TRUE
Sun Mar 29 09:50:17 +0000 2020,"@ShameMichaels #ShameonMichaels 
Are you a retail employee still working during the coronavirus outbreak? We'd love to hear your story. 

Reach out at albert.samaha@buzzfeed.com.

https://t.co/FeN8wmQ522","[15,203]",0,0,FALSE,FALSE,en,FALSE,1.24E+18,1.24E+18,ShameMichaels,267032346,267032346,Alayer,JerryAlayer,Wed Mar 16 06:32:00 +0000 2011,http://pbs.twimg.com/profile_images/1362904268/Alayer_FF14_first_cool_CS_normal.png,,,U S A,2705,30,171,2705,,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Mar 29 09:50:04 +0000 2020,RT @BASEDJESUS: Hate when starbucks spells my name wrong smh __ https://t.co/XfdAy6a9xO,"[0,86]",333,0,FALSE,FALSE,en,FALSE,,,,452734766,452734766,Pierre Delecto,THUGDlMMADOME,Mon Jan 02 05:39:08 +0000 2012,http://pbs.twimg.com/profile_images/1215452251080101890/3XRkbobu_normal.jpg,https://pbs.twimg.com/profile_banners/452734766/1584589176,https://t.co/C56rt8hNhJ,,28720,170,173,28720,,FALSE,FALSE,FALSE,FALSE,TRUE
Sun Mar 29 09:49:56 +0000 2020,RT @amierashfqa: can i have smtg from family mart... or tealive.. or starbucks.. or whatever cold drinks _¥º_¥º_¥º,"[0,108]",5145,0,FALSE,FALSE,en,FALSE,,,,9.88E+17,9.88E+17,zul #stayinokay,zulhaziqrafiza1,Sun Apr 22 07:47:16 +0000 2018,http://pbs.twimg.com/profile_images/1243197236688781312/31YbuvFD_normal.jpg,https://pbs.twimg.com/profile_banners/987961015370334209/1585320883,,,2872,145,121,2872,,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Mar 29 09:49:55 +0000 2020,"Hi, @StarbucksMY. im having problem with my starbucks mobile app account and i did sent an email regarding this to ur customer service. i hope u will get back to me anytime soon __","[0,179]",0,0,FALSE,FALSE,en,FALSE,,,,604398326,604398326,zaf,zafirarahaime,Sun Jun 10 10:21:23 +0000 2012,http://pbs.twimg.com/profile_images/1207954958131138562/izjcIM29_normal.jpg,https://pbs.twimg.com/profile_banners/604398326/1584209333,https://t.co/5QBEjnwClL,"20. jhb, my",12119,240,131,12119,,FALSE,FALSE,FALSE,FALSE,TRUE
Sun Mar 29 09:49:52 +0000 2020,"@ShameMichaels @MichaelsStores #ShameonMichaels 
Are you a retail employee still working during the coronavirus outbreak? We'd love to hear your story. 

Reach out at albert.samaha@buzzfeed.com.

https://t.co/FeN8wmQ522","[31,219]",0,0,FALSE,FALSE,en,FALSE,1.24E+18,1.24E+18,ShameMichaels,267032346,267032346,Alayer,JerryAlayer,Wed Mar 16 06:32:00 +0000 2011,http://pbs.twimg.com/profile_images/1362904268/Alayer_FF14_first_cool_CS_normal.png,,,U S A,2705,30,171,2705,,FALSE,FALSE,FALSE,FALSE,FALSE
